Date,Tweets,clean,neg,neu,pos,compound,
14-Feb-19,"I think Ashok has learnt from other Cos where out-performance is not important, but beating analysts' expectations is.",think ashok learnt co out-performance important beating analyst expectation,0.254,0.593,0.153,-0.296,
14-Feb-19,"#Mahindra & Mahindra has launched #XUV300, a sub-compact SUV, which will soon hit the floor to join rivals such as Maruti Suzuki Brezza, Tata Nexon and Ford Ecosport.",mahindra mahindra launch sub-compact suv soon hit floor join rival maruti suzuki brezza tata nexon ford ecosport,0,0.879,0.121,0.296,
14-Feb-19,"#EicherMotors 20025 gave up early gains and ended in minus on news of workers strike once again in Oragadam plant.
Markets accounted for recent Q3 results last couple of days.","eichermotors give early gain end minus news worker strike oragadam plant.
markets account recent result last couple day",0.072,0.766,0.163,0.4404,
14-Feb-19,"#AshokLeyland chart update from Sep 25, 2018 
#CurrentSituation 
Weekly & monthly chart.
Ideally stock should face some pullback near 73.50 which is likely to be at support points both at weekly & monthly chart, closing<73.50 will make situation worse.","ashokleyland chart update sep 
#currentsituation 
weekly monthly chart.
ideally stock face pullback near likely support point weekly monthly chart make situation worse",0.112,0.688,0.199,0.34,
14-Feb-19,#MOTHERSUMI: The forecast long term gain for Motherson Sumi Systems Limited has decreased substantially in the last week to 16.0% from 21.1%. ,mothersumi forecast long term gain motherson sumi system limit decrease substantially last week,0,0.779,0.221,0.5267,
14-Feb-19,#AMARAJABAT: The target price for Amara Raja Batteries Ltd has fallen to ₹813.47 from ₹856.71 in the last week.,amarajabat target price amara raja battery ltd fall last week,0,1,0,0,
14-Feb-19,BUY ApolloTyre positional ,buy apollotyre positional,0,1,0,0,
14-Feb-19,"#AshokLeyLand 

One can go long in the range of 80.65 - 82.70 for the target of Rs.96 ! Stoploss : 73.25","ashokleyland 

one go long range target stoploss",0,1,0,0,0.13071
15-Feb-19,"TOP LOSERS
#HEROMOTOCO","top losers
#heromotoco",0.548,0.161,0.29,-0.3818,
15-Feb-19,"On 28th Jan told this for #AshokLeyland 
https://twitter.com/BrainandMoney/status/1089746300877197312

We don't change levels..............we see Rs 45 in coming weeks !!#Fuckoff fundamentals and stories what management says !!",jan tell ashokleyland change levels..............we see rs come week fuckoff fundamental story management say,0,1,0,0,
15-Feb-19,"Here We Go, 1 Week Completed

But Questions Remain Same 😁😁

1- Did You Get Mega Returns in #TataMotors PE ?

2- Those Who Shorted on Opening Itself, Did You get Big Returns Which You Expected ?

3- Did It Come to 100 and below Levels
Which Majority of Traders are Shouting.","go week completed

but question remain get mega return tatamotors pe short opening get big return expect come levels
which majority trader shout",0,1,0,0,
15-Feb-19,"Track These 2 Stocks Closely 

What Happening From Last 2-3 Weeks
A Perfect Inter Group Buying going on.

#BajajHLD Buying  #BajajAuto Shares from Open Market.

#BajajAuto Buying #BajajHLD Shares from Open Market.

If They Loose Buying Grip, 
Be Ready for Big Fall in Both Stocks.","track stock closely 

what happen last weeks
a perfect inter group buy go on.

#bajajhld buying bajajauto share open market.

#bajajauto buy bajajhld share open market.

if loose buying grip 
be ready big fall stock",0.055,0.692,0.253,0.8074,
15-Feb-19,"Ashok Leyland once a darling of the Auto Index, hasn't had a great run this year. Our analysis reveal that the woes will only increase. Avoid bottom fishing, perhaps look at another counter in the Auto Sector 

#SENSEX #NiftyAuto #BSE","ashok leyland darling auto index great run year analysis reveal woe increase avoid bottom fish perhaps look another counter auto sector 

#sensex niftyauto bse",0.146,0.556,0.298,0.7351,
15-Feb-19,SELL #BAJAJAUTO FUT 28 FEB BELOW 2818 SL 2845 TARGET 2760 ,sell bajajauto fut feb sl target,0,1,0,0,
15-Feb-19,SELL #BAJAJAUTO FUT 28 FEB BELOW 2818 SL 2845 TARGET 2760 ,sell bajajauto fut feb sl target,0,1,0,0,
15-Feb-19,#AshokLeyland trading at 52 week lows. ,ashokleyland trade week low,0.412,0.588,0,-0.2732,
15-Feb-19,#TataTiago’s Sales Figures Cross Two Lakh — A New Sales Milestone,tatatiago’s sale figure cross two lakh new sale milestone,0,1,0,0,0.098611111
15-Feb-19,Buy #MahindraAndMahindraLtd For Target Rs.840,buy mahindraandmahindraltd target,0,1,0,0,
16-Feb-19,Amaraja..Battery failure,amaraja..battery failure,0.767,0.233,0,-0.5106,
16-Feb-19,The forecast long term gain for Tata Motors Limite,forecast long term gain tata motor limite,0,0.638,0.362,0.5267,
16-Feb-19,"APOLLO TYRE CLOSE 201.25:- LOOK LIKE FORMING H&S PATTERN, 196 AROUND IF COME THEN ENTER S/L 192 BELOW FOR TGT 205-215........ #APOLLOTYRE",apollo tyre close look like form h&s pattern around come enter s/l tgt apollotyre,0,0.839,0.161,0.3612,
16-Feb-19,"#Autoshares in the red; #AshokLeyland down nearly 4%, ",autoshares red ashokleyland nearly,0,1,0,0,
16-Feb-19,imho eicher motors #royal #enfield #bullet & #jawa both will grow ya ... there is enough consumptions & hunger for both these #iconic brands & auto sector demand - seriously planning SIP across auto sector in #M&M  #Eicher & #Bajaj Auto #bharatforge ,imho eicher motor royal enfield bullet jawa grow ya enough consumption hunger iconic brand auto sector demand seriously plan sip across auto sector m&m eicher bajaj auto bharatforge,0.172,0.828,0,-0.4939,
16-Feb-19,Why I am getting a feeling that people r scared to think of bearish even in dreams? #Nifty Perhaps I am biased bearish.,get feel people scar think bearish even dream nifty perhaps bias bearish,0.093,0.596,0.311,0.5106,
16-Feb-19,I will update u IF the number of stocks in downtrend drops sharply in next few days. #Nifty #NSE,update number stock downtrend drop sharply next day nifty nse,0.16,0.534,0.305,0.2263,
16-Feb-19,#Nifty with cup and handle intraday pattern.Amazing price action with good volume.,nifty cup handle intraday pattern.amazing price action good volume,0,0.556,0.444,0.6808,
16-Feb-19,#NIFTY - DOUBLE BOTTOM SELL (DBS) VALUE IS 10650.,nifty double bottom sell db value,0,0.44,0.56,0.6249,
16-Feb-19,"8 out of 12 sectors are trading below 200 weekly moving average (weekly!!, not daily)",sector trade weekly move average weekly daily,0,1,0,0,0.1926
17-Feb-19,#Automobile major #TataMotors would display a complete range of 13 fully-built ready-to-use vehicles in the e-commerce expo 2019 to be held here from February 20 to 22.,automobile major tatamotors would display complete range fully-built ready-to-use vehicle e-commerce expo hold february,0,1,0,0,
17-Feb-19,"Price Pattern and Breakout 🙌

#eichermotors","price pattern breakout 🙌

#eichermotors",0,1,0,0,
17-Feb-19,Exide - buy idea - #EXIDEIND,exide buy idea exideind,0,1,0,0,
17-Feb-19,JLR troubles #TataMotors' investors. ,jlr trouble tatamotors investor,0.474,0.526,0,-0.4019,
17-Feb-19,Hero Moto Corp - Buy idea ,hero moto corp buy idea,0,0.526,0.474,0.5574,
17-Feb-19,#EV wave catching up must faster than one think #CV #AshokLeyland #Volvo,ev wave catch must faster one think cv ashokleyland volvo,0,1,0,0,
17-Feb-19,"Monday #Nifty Range: 10700-10850. 

10700 is intraday trigger. 

Last 28/50 Mondays have positive closing but last 6/10 times have negative closing.  

Its reasonable to expect a green candle after six red candles. But market do not know that u are watching candle chart","monday nifty range intraday trigger 

last monday positive closing last time negative closing 

its reasonable expect green candle six red candle market know watch candle chart",0.112,0.697,0.191,0.3818,
17-Feb-19,"#nifty monthly....
Got support two times at brkout trendline(upper red line) in past,will it hold this this time?

I dont think so because of that broken trendline(black one) retested n price rejected to cross above it......","nifty monthly....
got support two time brkout trendline(upper red line past,will hold time?

i dont think break trendline(black one retested price reject cross",0.1,0.701,0.199,0.4019,
17-Feb-19,#NiftyFuture #AVWAP levels from support and resistance are at 10860-65 zone. ,niftyfuture avwap level support resistance zone,0,0.649,0.351,0.4019,
17-Feb-19,"#NIFTY  
Closing above 10800  tomorrow will open the gates for 10920","nifty 
closing tomorrow open gate",0,0.597,0.403,0.4019,0.1743
18-Feb-19,The forecast dividend for Tata Motors Limited has increased to ₹1.16 per share from ₹1.09 in the last week. ,forecast dividend tata motor limit increase per share last week,0,0.64,0.36,0.5423,
18-Feb-19,Five Nifty-50 Companies Moving Into Physical Settlement From May-2019 Onwards,five company move physical settlement onwards,0,1,0,0,
18-Feb-19,"Commercial vehicle maker, Ashok Leyland on Monday launched the latest variants of Intermediate Commercial Vehicle (ICV), the GURU 1010 and Medium Duty Vehicles (MDV) variant of BOSS: 1616 and 1916 in Mumbai.
#AshokLeyland ","commercial vehicle maker ashok leyland monday launch late variant intermediate commercial vehicle icv guru medium duty vehicle mdv variant bos mumbai.
#ashokleyland",0,1,0,0,
18-Feb-19,YES keeeeeep eye on #bajajauto future Now cmp @ 2790 YES COOOOOOKING BIG ON CHART !!!,yes keeeeeep eye bajajauto future cmp yes cooooooking big chart,0,0.597,0.403,0.6597,
18-Feb-19,#BajajAuto is heading back to 2630 soon again ,bajajauto head back soon,0,1,0,0,
18-Feb-19, BUY #TVSMOTOR COMPANY LTD FEB Put 470 ABOVE 13.2,buy tvsmotor company ltd feb put,0,1,0,0,
18-Feb-19,#TATAMOTORS forms #PositiveReversal pattern. #BULLISH,tatamotors form positivereversal pattern bullish,0,1,0,0,
18-Feb-19,"The Indian and US truck markets appear to be reaching the crescendo of an upcycle.
#ETMarkets #BharatForge","indian truck market appear reach crescendo upcycle.
#etmarkets bharatforge",0,0.879,0.121,0.0258,
18-Feb-19,"downgrades #AshokLeyland to Reduce (PT Rs 75); revised axle load norms, liquidity crunch to dent volumes significantly; adverse mix & elevated cost pressures to lead to drop in earnings # Sharekhankar",downgrade ashokleyland reduce pt revise axle load norm liquidity crunch dent volume significantly adverse mix elevate cost pressure lead drop earnings sharekhankar,0.264,0.736,0,-0.7003,
18-Feb-19,"#BOSCHLTD: Bosch Ltd has gained a star, now a 4 star stock. ",boschltd bosch ltd gain star star stock,0,0.638,0.362,0.5267,0.10542
19-Feb-19,"#TataMotors
Despite iconic brand, trusted management brand and huge opportunity cos has screwed up completely to appoint from here it may be difficult for it to bounce. Key issues negative cash flow, declining sales trend globally, poor profitability and capex heavy operations","tatamotors
despite iconic brand trust management brand huge opportunity co screw completely appoint may difficult bounce key issue negative cash flow decline sale trend globally poor profitability capex heavy operation",0.319,0.513,0.168,-0.7555,
19-Feb-19,"Ashok Leyland Strengthens ICV and MDV Range with the Launch of New GURU 1010, BOSS 1616 and BOSS 1916. ",ashok leyland strengthen icv mdv range launch new guru bos bos,0,0.813,0.187,0.3182,
19-Feb-19,#EXIDEIND - EXIDE -LONG,exideind exide long,0,1,0,0,
19-Feb-19,#BajajAuto can move towards 2830 and 2850 in the short term if it holds 2770 decisively.....,bajajauto move towards short term hold decisively,0,1,0,0,
19-Feb-19,#TataMotors looks for #Electric mobility biz partnerships ,tatamotors look electric mobility biz partnership,0,1,0,0,
19-Feb-19,PROFIT OF 13500 PER LOT -  #FUTURE CALL: BUY #APOLLOTYRE ABOVE 204.50 TARGETS 205.50 / 207 /209 STOPLOSS 203,profit per lot future call buy apollotyre target stoploss,0,0.734,0.266,0.4404,
19-Feb-19,"#AshokLeyland Q3 profit dips 21% to Rs 381 crore,",ashokleyland profit dip crore,0,0.508,0.492,0.4404,
19-Feb-19,Buy #TVSMOTOR at 472 sl 468.50 Target 478,buy tvsmotor sl target,0,1,0,0,
19-Feb-19,"#EicherMotors #RoyalEnfield Oragadam plant is on strike since 14th Feb with production loss so far over 3,000 units; Disagreement over wage revision and confirmation of temporary workers key reasons; negative",eichermotors royalenfield oragadam plant strike since feb production loss far unit disagreement wage revision confirmation temporary worker key reason negative,0.385,0.615,0,-0.8402,-0.044077778
19-Feb-19,"China's continuous 6 monthly passenger car sales YoY declines does not give you any confidence so far on auto exporters there. 

#tatamotors #China #Auto","china's continuous monthly passenger car sale yoy decline give confidence far auto exporter 

#tatamotors china auto",0,0.82,0.18,0.5106,
20-Feb-19,"TOP LOSERS
#DRREDDY #HEROMOTOCO","top losers
#drreddy heromotoco",0.472,0.278,0.25,-0.3818,
20-Feb-19,"ONCE AGAIN #Jubleefood #Yesbank, #Bajajauto",jubleefood yesbank bajajauto,0,1,0,0,
20-Feb-19,#Apollotyre #triple #bottom #rounding #bottom #positive #divergence #macd #crossover,apollotyre triple bottom round bottom positive divergence macd crossover,0,0.69,0.31,0.5574,
20-Feb-19,#HEROMOTOCO forms #NegativeReversal pattern. #BEARISH,heromotoco form negativereversal pattern bearish,0,1,0,0,
20-Feb-19,#APOLLOTYRE - Apollo Tyre Daily Analysis  Bullish Bat = Daily Demand zone  ,apollotyre apollo tyre daily analysis bullish bat daily demand zone,0.143,0.857,0,-0.128,
20-Feb-19,#EXIDEIND - Exide Industries Daily Time Frame Analysis  Demand zone + Bullish,exideind exide industry daily time frame analysis demand zone bullish,0.143,0.857,0,-0.128,
20-Feb-19,"After bagging 255 e-buses' orders from six #StateTransport undertakings under the first phase of incentive scheme for #ElectricVehicles in public transport, #Tatamotors is betting big on the segment, said an official.",bag e-buses order six statetransport undertake first phase incentive scheme electricvehicles public transport tatamotors bet big segment say official,0,0.878,0.122,0.3612,
20-Feb-19,#Nifty #TVSMOTOR (TVS Motor Company Limited)The stock has breached important support of 467.95 in the hourly time frame.If the RSI unable to hold 30 level weakness may extend in near future.Keep an eye.,nifty tvsmotor tv motor company limited)the stock breach important support hourly time frame.if rsi unable hold level weakness may extend near future.keep eye,0.094,0.606,0.3,0.6249,
20-Feb-19,M&HCVs: Higher tonnage trucks back on the recovery path,m&hcvs high tonnage truck back recovery path,0,1,0,0,
20-Feb-19,"#BAJAJAUTO MELTING LIKE ICEREAM.... PATIENCE IS D KEY FOR SUCESS !!!
SOLD @ 2790____2800 TILL NOW 2750","bajajauto melt like iceream patience key sucess 
sold till",0,0.762,0.238,0.3612,0.12669
21-Feb-19,Analyst voices concern over Jaguar Land Rover's financial future #Jaguar #LandRover #Tatamotors #Coventry,analyst voice concern jaguar land rover's financial future jaguar landrover tatamotors coventry,0,1,0,0,
21-Feb-19,#BharatForge signs MoU with #BharatElectronicsLimited,bharatforge sign mou bharatelectronicslimited,0,1,0,0,
21-Feb-19,"TOP GAINERS
#IBULHSGFIN #BAJAJFINSV #Tatamotors","top gainers
#ibulhsgfin bajajfinsv tatamotors",0,0.69,0.31,0.2023,
21-Feb-19,"#TataMotors 

Repeated Multiple Times in Past 

Levels and Levels, They Matters Most If You Decode Them Correctly.. 😎😎

This is What Happen With Traders, 
Who #Shorted after Looking at 27.8K Crore Loss and #ADR Price.","tatamotors 

repeated multiple time past 

levels level matter decode correctly 😎😎

this happen trader 
who short look crore loss adr price",0.103,0.848,0.049,-0.296,
21-Feb-19,#TVSMOTOR marks 52-week low.,tvsmotor mark low,0.512,0.488,0,-0.2732,
21-Feb-19,"#ExideInd- 213+ from 205

Whyentered in this trade ..long chat about price pattern so all Trainees member can believe TA and take self trade when same pattern occurs next time ..no one can become Trader and Analyst in just two days of training back support is necessary",exideind trade long chat price pattern trainees member believe ta take self trade pattern occur next time one become trader analyst two day train back support necessary,0,0.906,0.094,0.4019,
21-Feb-19,"#EXIDEIND now 
@213
.50  up by 3%.... bought @206 with 
@204
 close stoploss.",exideind buy close stoploss,0,1,0,0,
21-Feb-19,#TataMotors will supply 80 electric buses to West Bengal Transport Corporation. Make use of  Li-ion batteries mounted on the rooftop and has a driving range of 150km.,tatamotors supply electric bus west bengal transport corporation make use li-ion battery mount rooftop driving range,0,1,0,0,
21-Feb-19,#APOLLOTYRE - APOLLO TYRES NSE :  APOLLOTYRE LONG 1 To 2 Days ,apollotyre apollo tyres nse apollotyre long day,0,1,0,0,
21-Feb-19,Mahindra CIE Auto posts #Q4 net loss of Rs 89.48 cr,mahindra cie auto post net loss cr,0.277,0.723,0,-0.3182,-0.02832
22-Feb-19,"#TATAMOTORS cmp 174.10   .......  TECHNICAL #breakout done now....  

#Weak below 
@164
 close.

now its a Buy on #DIP STOCK......","tatamotors cmp technical breakout 

#weak close.

now buy dip stock",0,1,0,0,
22-Feb-19,"#Nifty Auto, top gainer of the day, has witnessed a bullish reversal after forming a ‘Double Bottom’ pattern on daily scale. The index is completing all the stipulations of the Double…",nifty auto top gainer day witness bullish reversal form ‘double bottom’ pattern daily scale index complete stipulation double…,0,0.78,0.22,0.5423,
22-Feb-19,"Auto sales to pick up in second half of next fiscal after tepid first half""",auto sale pick second half next fiscal tepid first half,0,1,0,0,
22-Feb-19,"#bajajauto looking really good...
Sector stock both out of favour... :)","bajajauto look really good...
sector stock favour",0,0.674,0.326,0.4404,
22-Feb-19,"#bharatforge FULL RESPECT TO 50 SMA, waiting for close above it",bharatforge full respect sma wait close,0,0.617,0.383,0.4767,
22-Feb-19,#bajajauto while nifty was busy in touching swing low this stock has not given up its all gains  lets c how it perform now!!!!! though auto is not good pick right now but ,bajajauto nifty busy touch swing low stock give gain let perform though auto good pick right,0.091,0.519,0.39,0.7845,
22-Feb-19,"#CreditSuisse On #EicherMotors

Maintain Neutral
T=21800/Sh
State-wise Trends Not Too Encouraging
Within Domestic Motorcycles, Lost Share In All The States In Q3
Kerala & Tamil Nadu Have Seen Sharpest Mkt Share Decline
UP Volume Growth Slows","creditsuisse eichermotors

maintain trend encouraging
within domestic motorcycle lose share state tamil nadu see sharp mkt share decline
up volume growth slows",0.09,0.565,0.346,0.7717,
22-Feb-19,#EXIDEIND - Exide Powering up,exideind exide power,0,1,0,0,
22-Feb-19,Non-BFSI Nifty firms take first hit in profit growth in 6 quarters #BajajAuto,non-bfsi nifty firm take first hit profit growth quarter bajajauto,0,0.461,0.539,0.802,
22-Feb-19,Buy #MarutiSuzukiIndiaLtd For Target Rs.8552,buy marutisuzukiindialtd target,0,1,0,0,0.38176
23-Feb-19,"#MOTHERSUMI: Motherson Sumi Systems Limited has lost a star, now a 3 star stock",mothersumi motherson sumi system limit lose star star stock,0.252,0.748,0,-0.4019,
23-Feb-19,#Tatamotors approaching near trend channel resistance previous gap also got filled 182-183 hurdles above it could go to 205-220 levels else could again test 168-162-155 ,tatamotors approach near trend channel resistance previous gap also get fill hurdle could go level else could test,0,1,0,0,
23-Feb-19,#APOLLOTYRE - APOLLOTYRE - Bounce back -- go long,apollotyre apollotyre bounce back go long,0,1,0,0,
23-Feb-19,could still stay in the range short aroun 2850/2880 with sl abv 2950... or buy abv 2950... big range of 400/500 points to be played.,could still stay range short aroun sl abv buy abv big range point play,0,0.844,0.156,0.34,
23-Feb-19,#MOTHERSUMI -  MOTHERSON SUMI SYS Trades using Blue Sky Plus Indicator. ,mothersumi motherson sumi sys trade use blue sky plus indicator,0,1,0,0,
23-Feb-19,#Ashokleyland buy with sl of 80.50..,ashokleyland buy sl,0,1,0,0,
23-Feb-19,"#INTRADAY BUY #MOTHERSUMI
Entry=142.5
Exit=146
Total Profit = 19950 rupees profit booked 
ROI=2.46 %",intraday buy profit rupee profit book,0,0.408,0.592,0.7003,
23-Feb-19,#TVSMOTOR - Sell on RIse,tvsmotor sell rise,0,1,0,0,
23-Feb-19,#HEROMOTOCO - Buy HeroMotocorp Shortterm Positional,heromotoco buy heromotocorp shortterm positional,0,1,0,0,0.070933333
23-Feb-19,"Tata Motors revealed the second letter today 'T'.
Now it is confirmed that it will not be called as Aquila.","tata motor reveal second letter today t'.
now confirm call aquila",0,1,0,0,
24-Feb-19,#TATAMOTORS: The forecast long term gain for Tata Motors Limited has decreased substantially in the last week to -6.43% from 27.48%. ,tatamotors forecast long term gain tata motor limit decrease substantially last week,0,0.764,0.236,0.5267,
24-Feb-19,#EXIDEIND - SHORT TERM || LONG ,exideind short term long,0,1,0,0,
24-Feb-19,#TVSMOTOR - WEEKLY || LONG,tvsmotor weekly long,0,1,0,0,
24-Feb-19,"#BKT no doubt an excellent business with high quality mgmt but doesn't make sense to buy at current valuation especially when the CV getting into down cycle.

Look at #AshokLeyland , #GNA both are excellent businesses but moving into down cycle.","bkt doubt excellent business high quality mgmt make sense buy current valuation especially cv get cycle.

look ashokleyland gna excellent business move cycle",0.084,0.669,0.247,0.7096,
24-Feb-19,"#bajajauto strong res. 2900 sup.2730
 if close or sustain abv 2900 then tgt was 3000/3100",bajajauto strong close sustain abv tgt,0,0.602,0.398,0.5106,
24-Feb-19,"#Tatamotors ,CMP 174 ,buy around 171-174 ,SL 167,Target 182-188-195 in coming 3-7 days",tatamotors cmp buy around sl come day,0,1,0,0,
24-Feb-19,"#HEROMOTOCO
Almost like Triple Bottom","heromotoco
almost like triple bottom",0,0.644,0.356,0.2975,
24-Feb-19,"#Tatamotors Top-down analysis, My views on long term holding, and short term trading opportunity",tatamotors top-down analysis view long term hold short term trading opportunity,0,0.781,0.219,0.4215,
24-Feb-19,Motherson Sumi - Long ,motherson sumi long,0,1,0,0,
24-Feb-19,#MOTHERSUMI followup candle imp,mothersumi followup candle imp,0,1,0,0,0.24659
25-Feb-19,#MOTHERSUMI: Motherson Sumi Systems Limited is more expensive today at 26x earnings than it was a week ago at 21x earnings. ,mothersumi motherson sumi system limit expensive today earnings week ago earnings,0,1,0,0,
25-Feb-19,"#BHARATFORGE

#FIBBO level 78.6
#RSI bullish diversion.
#TrendLine Support.
#Weekly Long term support levels.
#Future Long for present and next series.
#Options Chain data supporting Long trade.
#Basis Positive.
#Day to day Increase in Price.
#Day to day increase in Delivery.","bharatforge

#fibbo level bullish diversion.
#trendline support.
#weekly long term support levels.
#future long present next series.
#options chain data support long trade.
#basis positive.
#day day increase price.
#day day increase delivery",0,0.624,0.376,0.936,
25-Feb-19,"BUY #MOTHERSUMI call activated for cash traders
Entry1=152 
42750 profit
booked@ 159.5
ROI=4.6%","buy mothersumi call activated cash profit
booked",0,0.674,0.326,0.4404,
25-Feb-19,#MOTHERSUMI- 158 from 136.5  gain of more than 10% ..FNO stock n ya no HEDGE ,mothersumi gain fno stock ya hedge,0,0.595,0.405,0.5267,
25-Feb-19,#HEROMOTOCO - Heromoto forming W pattern,heromotoco heromoto form pattern,0,1,0,0,
25-Feb-19,#TATAMOTORS: The forecast EPS for Tata Motors Limited has decreased to ₹2.26 from ₹4.22 in the last week. ,tatamotors forecast eps tata motor limit decrease last week,0,1,0,0,
25-Feb-19,#TATAMOTORS: Tata Motors Limited is more expensive today at 78x earnings than it was a week ago at 39x earnings. ,tatamotors tata motor limit expensive today earnings week ago earnings,0,1,0,0,
25-Feb-19,#MOTHERSUMI - Motherson Sumi.. too fast up.,mothersumi motherson sumi fast,0,1,0,0,
25-Feb-19,"#APOLLOTYRE #Perfect #NR7
Either side breakout will be interesting....
Have reached 38.2 retracement ... If starts above EMA50 then Long","apollotyre perfect side breakout interesting....
have reach retracement start long",0,0.625,0.375,0.5859,
25-Feb-19,"TVS Motor- Bullish
Falling Wedge + RSI positive Divergence
Buy on the Breakout of the upper trend line
CMP 462
Target 480
Stop Loss 440
#TVSMOTOR","tv motor bullish
falling wedge rsi positive divergence
buy breakout upper trend line
cmp loss",0.2,0.615,0.185,0.1779,0.26669
26-Feb-19,APOLLOTYRE Bounce Short Trade,apollotyre bounce short trade,0,1,0,0,
26-Feb-19,buy motherson sumi systems ltd. at Rs.158.90 #MOTHERSUMI ,buy motherson sumi system ltd mothersumi,0,1,0,0,
26-Feb-19,#TataMotors gains 4%,tatamotors gain,0,0.227,0.773,0.5267,
26-Feb-19,"We witnseed final Capitulation in #Tatamotors.

This will be the final bottom for the stock.

Target of 275 coming by next quarter.","witnseed final capitulation tatamotors.

this final bottom stock.

target come next quarter",0,1,0,0,
26-Feb-19,#BAJAJAUTO can we see it heading to 2950-3k,bajajauto see head,0,1,0,0,
26-Feb-19,"#EicherMotors
UBS 
Maintained ‘Sell’ , TGT 19000
Dealers optimism fading
Growth lagging industry in most states
Dealers’ outlook more mixed
Financing lever continues to support demand
Royal Enfield growing slower than industry in almost all regions","eichermotors
ubs 
maintained ‘sell’ tgt optimism fading
growth lag industry states
dealers’ outlook mixed
financing lever continue support demand
royal enfield grow slow industry almost region",0.116,0.623,0.261,0.7096,
26-Feb-19,Sell #TVSMOTOR: Sell #TVSMOTOR at 461 to 465 Sl 469 Target 450/444. ,sell tvsmotor sell tvsmotor sl target,0,1,0,0,
26-Feb-19,#Tatamotors made high of 183.45.,tatamotors make high,0,1,0,0,
26-Feb-19,"Entered Bharat Forge 500 CE
At 2.90 
Stop Loss - 2.50

Bought 1 Lot As Of Now.

Will Pyramid If Crosses 503.

Will Update When Taking More Position","enter bharat forge ce
at 
stop loss lot now.

will pyramid cross update take position",0.257,0.743,0,-0.5423,
26-Feb-19,"#UBS On #EicherMotors

Sell, Target Rs 19000
Dealers optimism fading; growth lagging industry in most states
Dealers outlook more mixed; financing lever continues to support demand","ubs eichermotors

sell target rs optimism fade growth lag industry states
dealers outlook mixed financing lever continue support demand",0.146,0.524,0.33,0.7096,0.14036
27-Feb-19,"#tatamotors
#shorttermview
#madeascendingtriangle
#breakoutabove188 can give 40 points
#breakdown below trendline back to home around 145","give points
#breakdown trendline back home around",0,1,0,0,
27-Feb-19,"#BAJAJAUTO has a minor resistance in the 2945-2950 band, which if taken out, can aim for 3100.",bajajauto minor resistance band take aim,0,1,0,0,
27-Feb-19,Purely technical - No EW Counts - RSI Diversion and accumulation with rising volumes - Love the lower wicks and that stock is taking support at 2670 levels. Buy for target of 3100 - will post more as the structure unfolds ,purely technical ew count rsi diversion accumulation rise volume love low wick stock take support level buy target post structure unfolds,0.078,0.667,0.256,0.7003,
27-Feb-19,"Bought #BajajAuto 3100CE at 25 at 15:27. BE for me is 26.

Logic: I feel it is a flag breakout pattern. It should touch 3200 in a jiffy.
CMP 2914.

Note to self: Trail stop loss regularly and  keep it running.I shud hv chckd IV bfr trade.","bought bajajauto feel flag breakout pattern touch jiffy.
cmp self trail stop loss regularly keep running.i shud hv chckd iv bfr trade",0.184,0.816,0,-0.5423,
27-Feb-19,"TOP GAINERS
#BHARTIARTL #ULTRACEMCO #LT #BAJAJAUTO #SunPharma 

TOP LOSERS
#INFRATEL #vedl #WIPRO #TATAMOTORS #HINDUNILVR","top gainers
#bhartiartl ultracemco lt bajajauto sunpharma 

top losers
#infratel vedl wipro tatamotors hindunilvr",0.189,0.611,0.2,-0.2023,
27-Feb-19,#EXIDEIND 226 from 192,exideind,0,1,0,0,
27-Feb-19,AutomobilesSector - Feb`19 volume preview: Mixed bag - PVs/Tractors to clock positive growth,automobilessector volume preview mixed bag pvs/tractors clock positive growth,0,0.53,0.47,0.7351,
27-Feb-19,#BOSCHLTD forms #PositiveReversal pattern. #BULLISH,boschltd form positivereversal pattern bullish,0,1,0,0,
27-Feb-19,"#Bajajauto - again on Monday long setup with sl of 2805 ...done 2935 

and now people saying breakout -Breakout at 2900 :) 

this is how you can buy on successive breakout -Use TA .. (7 ) thanks for reading","bajajauto monday long setup sl 

and people say breakout breakout 

this buy successive breakout use ta thanks read",0,0.762,0.238,0.6124,0.1448
27-Feb-19,"TVS Motor gains 2% after Deutsche Bank upgrades, but cuts price target",tv motor gain deutsche bank upgrade cut price target,0.168,0.56,0.272,0.3182,
28-Feb-19,APOLLOTYRE (Apollo Tyres Ltd) BUY ABOVE 218,apollotyre apollo tyres ltd buy,0,1,0,0,
28-Feb-19,#TATAMOTORS need to cross trendline hurdle as well as barrier of 200-201 if it manages to do that will be a good bur for quick 20-30 rs in short term and medium term target of 280,tatamotors need cross trendline hurdle well barrier manages good bur quick short term medium term target,0.077,0.667,0.256,0.5423,
28-Feb-19,"TOP LOSERS
#TCS #EICHERMOT #ULTRACEMCO #Maruti #HEROMOTOCO","top losers
#tcs eichermot ultracemco maruti heromotoco",0.333,0.49,0.176,-0.3818,
28-Feb-19,#Apollotyre 218 so far!!cheers,apollotyre far!!cheers,0,1,0,0,
28-Feb-19,"#BAJAJAUTO-yesterday breakout and now 1.3% down 
search here many people become bullish Yesterday at 2920 ..breakout is known to everyone now 😃..you need to have some edge in trading","bajajauto-yesterday breakout 
search many people become bullish yesterday breakout know everyone 😃..you need edge trading",0,1,0,0,
